
item=Dwarf remains, id=0, option=[null, null, null, null, Destroy]
item=Dirty blast, id=7497, option=[Drink, null, null, null, drop]
item=Antique lamp, id=7498, option=[Rub, null, null, null, Destroy]
item=Evil dave, id=7499, option=[null, null, null, null, drop]
item=Dwarf, id=7500, option=[null, null, null, null, drop]
item=Goblins, id=7501, option=[null, null, null, null, drop]
item=Lumbridge guide, id=7502, option=[null, null, null, null, drop]
item=Monkey, id=7503, option=[null, null, null, null, drop]
item=Osman, id=7504, option=[null, null, null, null, drop]
item=Pirate pete, id=7505, option=[null, null, null, null, drop]
item=Sir amik varze, id=7506, option=[null, null, null, null, drop]
item=Skrach, id=7507, option=[null, null, null, null, drop]
item=Asgoldian ale, id=7508, option=[Drink, null, null, null, drop]
item=Dwarven rock cake, id=7509, option=[Eat, null, null, null, drop]
item=Dwarven rock cake, id=7510, option=[Eat, null, null, null, drop]
item=Slop of compromise, id=7511, option=[null, null, null, null, drop]
item=Soggy bread, id=7512, option=[null, null, null, null, drop]
item=Spicy maggots, id=7513, option=[null, null, null, null, drop]
item=Dyed orange, id=7514, option=[null, null, null, null, drop]
item=Breadcrumbs, id=7515, option=[null, null, null, null, drop]
item=Kelp, id=7516, option=[null, null, null, null, drop]
item=Ground kelp, id=7517, option=[null, null, null, null, drop]
item=Crab meat, id=7518, option=[null, null, null, null, drop]
item=Crab meat, id=7519, option=[null, null, null, null, drop]
item=Burnt crab meat, id=7520, option=[null, null, null, null, drop]
item=Cooked crab meat, id=7521, option=[Eat, null, null, null, drop]
item=Cooked crab meat, id=7522, option=[null, null, null, null, drop]
item=Cooked crab meat, id=7523, option=[Eat, null, null, null, drop]
item=Cooked crab meat, id=7524, option=[Eat, null, null, null, drop]
item=Cooked crab meat, id=7525, option=[Eat, null, null, null, drop]
item=Cooked crab meat, id=7526, option=[Eat, null, null, null, drop]
item=Ground crab meat, id=7527, option=[null, null, null, null, drop]
item=Ground cod, id=7528, option=[null, null, null, null, drop]
item=Raw fishcake, id=7529, option=[null, null, null, null, drop]
item=Cooked fishcake, id=7530, option=[Eat, null, null, null, drop]
item=Burnt fishcake, id=7531, option=[null, null, null, null, drop]
item=Mudskipper hide, id=7532, option=[null, null, null, null, drop]
item=Rock, id=7533, option=[null, null, null, null, drop]
item=Fishbowl helmet, id=7534, option=[null, Wear, null, null, drop]
item=Diving apparatus, id=7535, option=[null, Wear, null, null, drop]
item=Fresh crab claw, id=7536, option=[null, null, null, null, drop]
item=Crab claw, id=7537, option=[null, Wear, null, null, drop]
item=Fresh crab shell, id=7538, option=[null, null, null, null, drop]
item=Crab helmet, id=7539, option=[null, Wear, null, null, drop]
item=Broken crab claw, id=7540, option=[null, null, null, null, drop]
item=Broken crab shell, id=7541, option=[null, null, null, null, drop]
item=Cake of guidance, id=7542, option=[null, null, null, null, Destroy]
item=Raw guide cake, id=7543, option=[null, null, null, null, Destroy]
item=Enchanted egg, id=7544, option=[null, null, null, null, Destroy]
item=Enchanted milk, id=7545, option=[null, null, null, null, Destroy]
item=Enchanted flour, id=7546, option=[null, null, null, null, Destroy]
item=Druid pouch, id=7547, option=[null, null, null, null, drop]
item=Potato seed, id=7548, option=[null, null, null, null, drop]
item=Potato seed, id=7549, option=[null, null, null, null, drop]
item=Onion seed, id=7550, option=[null, null, null, null, drop]
item=Onion seed, id=7551, option=[null, null, null, null, drop]
item=Mithril arrow, id=7552, option=[null, null, null, null, drop]
item=Mithril arrow, id=7553, option=[null, null, null, null, drop]
item=Fire rune, id=7554, option=[null, null, null, null, drop]
item=Fire rune, id=7555, option=[null, null, null, null, drop]
item=Water rune, id=7556, option=[null, null, null, null, drop]
item=Water rune, id=7557, option=[null, null, null, null, drop]
item=Air rune, id=7558, option=[null, null, null, null, drop]
item=Air rune, id=7559, option=[null, null, null, null, drop]
item=Chaos rune, id=7560, option=[null, null, null, null, drop]
item=Chaos rune, id=7561, option=[null, null, null, null, drop]
item=Tomato seed, id=7562, option=[null, null, null, null, drop]
item=Tomato seed, id=7563, option=[null, null, null, null, drop]
item=Balloon toad, id=7564, option=[Drop, null, null, Release-all, Release]
item=Balloon toad, id=7565, option=[Drop, null, null, Release-all, Release]
item=Raw jubbly, id=7566, option=[null, null, null, null, drop]
item=Raw jubbly, id=7567, option=[null, null, null, null, drop]
item=Cooked jubbly, id=7568, option=[Eat, null, null, null, drop]
item=Cooked jubbly, id=7569, option=[null, null, null, null, drop]
item=Burnt jubbly, id=7570, option=[null, null, null, null, drop]
item=Burnt jubbly, id=7571, option=[null, null, null, null, drop]
item=Red banana, id=7572, option=[Eat, null, null, null, drop]
item=Tchiki monkey nuts, id=7573, option=[Eat, null, null, null, drop]
item=Sliced red banana, id=7574, option=[Eat, null, null, null, drop]
item=Tchiki nut paste, id=7575, option=[Eat, null, null, null, drop]
item=Snake corpse, id=7576, option=[null, null, null, null, drop]
item=Raw stuffed snake, id=7577, option=[null, null, null, null, drop]
item=Odd stuffed snake, id=7578, option=[null, null, null, null, drop]
item=Stuffed snake, id=7579, option=[Eat, null, null, null, drop]
item=Snake over-cooked, id=7580, option=[null, null, null, null, drop]
item=Overgrown hellcat, id=7581, option=[null, null, null, null, drop]
item=Hell cat, id=7582, option=[null, null, null, null, drop]
item=Hell-kitten, id=7583, option=[null, null, null, null, drop]
item=Lazy hell cat, id=7584, option=[null, null, null, null, drop]
item=Wily hellcat, id=7585, option=[null, null, null, null, drop]
item=Dummy, id=7586, option=[null, null, null, null, drop]
item=Coffin, id=7587, option=[Check, null, null, null, drop]
item=Coffin, id=7588, option=[Check, null, null, null, drop]
item=Coffin, id=7589, option=[Check, null, null, null, drop]
item=Coffin, id=7590, option=[Check, null, null, null, drop]
item=Coffin, id=7591, option=[Check, null, null, null, drop]
item=Zombie shirt, id=7592, option=[null, Wear, null, null, drop]
item=Zombie trousers, id=7593, option=[null, Wear, null, null, drop]
item=Zombie mask, id=7594, option=[null, Wear, null, null, drop]
item=Zombie gloves, id=7595, option=[null, Wear, null, null, drop]
item=Zombie boots, id=7596, option=[null, Wear, null, null, drop]
item=Item, id=7597, option=[null, null, null, null, drop]
item=Item, id=7598, option=[null, null, null, null, drop]
item=Item, id=7599, option=[null, null, null, null, drop]
item=Item, id=7600, option=[null, null, null, null, drop]
item=Item, id=7601, option=[null, null, null, null, drop]
item=Item, id=7602, option=[null, null, null, null, drop]
item=Item, id=7603, option=[null, null, null, null, drop]
item=Item, id=7604, option=[null, null, null, null, drop]
item=Item, id=7605, option=[null, null, null, null, drop]
item=Item, id=7606, option=[null, null, null, null, drop]
item=Item, id=7607, option=[null, null, null, null, drop]
item=Item, id=7608, option=[null, null, null, null, drop]
item=Item, id=7609, option=[null, null, null, null, drop]
item=Item, id=7610, option=[null, null, null, null, drop]
item=Item, id=7611, option=[null, null, null, null, drop]
item=Item, id=7612, option=[null, null, null, null, drop]
item=Item, id=7613, option=[null, null, null, null, drop]
item=Item, id=7614, option=[null, null, null, null, drop]
item=Item, id=7615, option=[null, null, null, null, drop]
item=Item, id=7616, option=[null, null, null, null, drop]
item=Item, id=7617, option=[null, null, null, null, drop]
item=Item, id=7618, option=[null, null, null, null, drop]
item=null, id=7619, option=[null, null, null, null, drop]
item=Silvthrill rod, id=7620, option=[null, null, null, null, drop]
item=null, id=7621, option=[null, null, null, null, drop]
item=Bucket of rubble, id=7622, option=[null, null, null, Empty, drop]
item=Whoopsie, id=7623, option=[null, null, null, null, drop]
item=Bucket of rubble, id=7624, option=[null, null, null, Empty, drop]
item=Whoopsie, id=7625, option=[null, null, null, null, drop]
item=Bucket of rubble, id=7626, option=[null, null, null, Empty, drop]
item=Whoopsie, id=7627, option=[null, null, null, null, drop]
item=Plaster fragment, id=7628, option=[Read, null, null, null, Destroy]
item=Dusty scroll, id=7629, option=[Read, null, null, null, Destroy]
item=Crate, id=7630, option=[Search, null, null, null, Destroy]
item=Whoopsie, id=7631, option=[null, null, null, null, drop]
item=Temple library key, id=7632, option=[null, null, null, null, Destroy]
item=Ancient book, id=7633, option=[Read, null, null, null, Destroy]
item=Battered tome, id=7634, option=[Read, null, null, null, Destroy]
item=Leather book, id=7635, option=[Read, null, null, null, Destroy]
item=Rod dust, id=7636, option=[null, null, null, null, drop]
item=Silvthrill rod, id=7637, option=[Look-at, null, null, null, drop]
item=Silvthrill rod, id=7638, option=[Look-at, null, null, null, drop]
item=Rod of ivandis(10), id=7639, option=[null, Wield, null, null, drop]
item=Rod of ivandis(9), id=7640, option=[null, Wield, null, null, drop]
item=Rod of ivandis(8), id=7641, option=[null, Wield, null, null, drop]
item=Rod of ivandis(7), id=7642, option=[null, Wield, null, null, drop]
item=Rod of ivandis(6), id=7643, option=[null, Wield, null, null, drop]
item=Rod of ivandis(5), id=7644, option=[null, Wield, null, null, drop]
item=Rod of ivandis(4), id=7645, option=[null, Wield, null, null, drop]
item=Rod of ivandis(3), id=7646, option=[null, Wield, null, null, drop]
item=Rod of ivandis(2), id=7647, option=[null, Wield, null, null, drop]
item=Rod of ivandis(1), id=7648, option=[null, Wield, null, null, drop]
item=Rod clay mould, id=7649, option=[null, null, null, null, Destroy]
item=Silver dust, id=7650, option=[null, null, null, null, drop]
item=Silver dust, id=7651, option=[null, null, null, null, drop]
item=Guthix balance(unf), id=7652, option=[null, null, null, Empty, drop]
item=Guthix balance(unf), id=7653, option=[null, null, null, null, drop]
item=Guthix balance(unf), id=7654, option=[null, null, null, Empty, drop]
item=Guthix balance(unf), id=7655, option=[null, null, null, null, drop]
item=Guthix balance(unf), id=7656, option=[null, null, null, Empty, drop]
item=Guthix balance(unf), id=7657, option=[null, null, null, null, drop]
item=Guthix balance(unf), id=7658, option=[null, null, null, Empty, drop]
item=Guthix balance(unf), id=7659, option=[null, null, null, null, drop]
item=Guthix balance(4), id=7660, option=[null, null, null, Empty, drop]
item=Guthix balance(4), id=7661, option=[null, null, null, null, drop]
item=Guthix balance(3), id=7662, option=[null, null, null, Empty, drop]
item=Guthix balance(3), id=7663, option=[null, null, null, null, drop]
item=Guthix balance(2), id=7664, option=[null, null, null, Empty, drop]
item=Guthix balance(2), id=7665, option=[null, null, null, null, drop]
item=Guthix balance(1), id=7666, option=[null, null, null, Empty, drop]
item=Guthix balance(1), id=7667, option=[null, null, null, null, drop]
item=Gadderhammer, id=7668, option=[null, Wield, null, null, drop]
item=Gadderhammer, id=7669, option=[null, null, null, null, drop]
item=null, id=7670, option=[null, null, null, null, drop]
item=Boxing gloves, id=7671, option=[null, Wear, null, null, drop]
item=Whoopsie, id=7672, option=[Wear, null, null, null, drop]
item=Boxing gloves, id=7673, option=[null, Wear, null, null, drop]
item=Whoopsie, id=7674, option=[Wear, null, null, null, drop]
item=Wooden sword, id=7675, option=[null, Wield, null, null, drop]
item=Wooden shield, id=7676, option=[null, Wield, null, null, drop]
item=Treasure stone, id=7677, option=[Feel, null, null, null, drop]
item=Prize key, id=7678, option=[null, null, null, null, drop]
item=Pugel, id=7679, option=[null, null, null, null, drop]
item=Pugel, id=7680, option=[null, null, null, null, drop]
item=Game book, id=7681, option=[Read, null, null, null, drop]
item=Hoop, id=7682, option=[null, null, null, null, drop]
item=Hoop, id=7683, option=[null, null, null, null, drop]
item=Dart, id=7684, option=[null, null, null, null, drop]
item=Dart, id=7685, option=[null, null, null, null, drop]
item=Bow and arrow, id=7686, option=[null, null, null, null, drop]
item=Bow and arrow, id=7687, option=[null, null, null, null, drop]
item=Kettle, id=7688, option=[null, null, null, null, drop]
item=Kettle, id=7689, option=[null, null, null, null, drop]
item=Full kettle, id=7690, option=[null, null, null, null, drop]
item=Hot kettle, id=7691, option=[null, null, null, null, drop]
item=Pot of tea (4), id=7692, option=[null, null, null, Empty, drop]
item=Pot of tea (4), id=7693, option=[null, null, null, null, drop]
item=Pot of tea (3), id=7694, option=[null, null, null, Empty, drop]
item=Pot of tea (3), id=7695, option=[null, null, null, null, drop]
item=Pot of tea (2), id=7696, option=[null, null, null, Empty, drop]
item=Pot of tea (2), id=7697, option=[null, null, null, null, drop]
item=Pot of tea (1), id=7698, option=[null, null, null, Empty, drop]
item=Pot of tea (1), id=7699, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7700, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7701, option=[null, null, null, null, drop]
item=Teapot, id=7702, option=[null, null, null, null, drop]
item=Teapot, id=7703, option=[null, null, null, null, drop]
item=Pot of tea (4), id=7704, option=[null, null, null, Empty, drop]
item=Pot of tea (4), id=7705, option=[null, null, null, null, drop]
item=Pot of tea (3), id=7706, option=[null, null, null, Empty, drop]
item=Pot of tea (3), id=7707, option=[null, null, null, null, drop]
item=Pot of tea (2), id=7708, option=[null, null, null, Empty, drop]
item=Pot of tea (2), id=7709, option=[null, null, null, null, drop]
item=Pot of tea (1), id=7710, option=[null, null, null, Empty, drop]
item=Pot of tea (1), id=7711, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7712, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7713, option=[null, null, null, null, drop]
item=Teapot, id=7714, option=[null, null, null, null, drop]
item=Teapot, id=7715, option=[null, null, null, null, drop]
item=Pot of tea (4), id=7716, option=[null, null, null, Empty, drop]
item=Pot of tea (4), id=7717, option=[null, null, null, null, drop]
item=Pot of tea (3), id=7718, option=[null, null, null, Empty, drop]
item=Pot of tea (3), id=7719, option=[null, null, null, null, drop]
item=Pot of tea (2), id=7720, option=[null, null, null, Empty, drop]
item=Pot of tea (2), id=7721, option=[null, null, null, null, drop]
item=Pot of tea (1), id=7722, option=[null, null, null, Empty, drop]
item=Pot of tea (1), id=7723, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7724, option=[null, null, null, null, drop]
item=Teapot with leaves, id=7725, option=[null, null, null, null, drop]
item=Teapot, id=7726, option=[null, null, null, null, drop]
item=Teapot, id=7727, option=[null, null, null, null, drop]
item=Empty cup, id=7728, option=[null, null, null, null, drop]
item=Empty cup, id=7729, option=[null, null, null, null, drop]
item=Cup of tea, id=7730, option=[null, Drink, Empty, null, drop]
item=Cup of tea, id=7731, option=[null, Drink, Empty, null, drop]
item=Porcelain cup, id=7732, option=[null, null, null, null, drop]
item=Cup of tea, id=7733, option=[null, Drink, Empty, null, drop]
item=Cup of tea, id=7734, option=[null, Drink, Empty, null, drop]
item=Porcelain cup, id=7735, option=[null, null, null, null, drop]
item=Cup of tea, id=7736, option=[null, Drink, Empty, null, drop]
item=Cup of tea, id=7737, option=[null, Drink, Empty, null, drop]
item=Tea leaves, id=7738, option=[null, null, null, null, drop]
item=Tea leaves, id=7739, option=[null, null, null, null, drop]
item=Beer, id=7740, option=[Drink, null, null, null, drop]
item=Beer, id=7741, option=[null, null, null, null, drop]
item=Beer glass, id=7742, option=[null, null, null, null, drop]
item=Beer glass, id=7743, option=[null, null, null, null, drop]
item=Asgarnian ale, id=7744, option=[Drink, null, null, null, drop]
item=Asgarnian ale, id=7745, option=[null, null, null, null, drop]
item=Greenman's ale, id=7746, option=[Drink, null, null, null, drop]
item=Greenman's ale, id=7747, option=[null, null, null, null, drop]
item=Dragon bitter, id=7748, option=[Drink, null, null, null, drop]
item=Dragon bitter, id=7749, option=[null, null, null, null, drop]
item=Moonlight mead, id=7750, option=[Drink, null, null, null, drop]
item=Moonlight mead, id=7751, option=[null, null, null, null, drop]
item=Cider, id=7752, option=[Drink, null, null, null, drop]
item=Cider, id=7753, option=[null, null, null, null, drop]
item=Chef's delight, id=7754, option=[Drink, null, null, null, drop]
item=Chef's delight, id=7755, option=[null, null, null, null, drop]
item=Paintbrush, id=7756, option=[null, null, null, null, drop]
item=Paintbrush, id=7757, option=[null, null, null, null, drop]
item=Rusty sword, id=7758, option=[null, null, null, null, drop]
item=Toy soldier, id=7759, option=[Wind, null, null, null, drop]
item=Toy soldier, id=7760, option=[null, null, null, null, drop]
item=Toy soldier (wound), id=7761, option=[null, null, null, null, Release]
item=Toy soldier (wound), id=7762, option=[null, null, null, null, drop]
item=Toy doll, id=7763, option=[Wind, null, null, null, drop]
item=Toy doll, id=7764, option=[null, null, null, null, drop]
item=Toy doll (wound), id=7765, option=[null, null, null, null, Release]
item=Toy doll (wound), id=7766, option=[null, null, null, null, drop]
item=Toy mouse, id=7767, option=[Wind, null, null, null, drop]
item=Toy mouse, id=7768, option=[null, null, null, null, drop]
item=Toy mouse (wound), id=7769, option=[null, null, null, null, Release]
item=Toy mouse (wound), id=7770, option=[null, null, null, null, drop]
item=Clockwork cat, id=7771, option=[null, null, null, null, Release]
item=Clockwork cat, id=7772, option=[null, null, null, null, drop]
item=Branch, id=7773, option=[null, null, null, null, drop]
item=Reward token, id=7774, option=[Look-at, null, null, null, Destroy]
item=Reward token, id=7775, option=[Look-at, null, null, null, Destroy]
item=Reward token, id=7776, option=[Look-at, null, null, null, Destroy]
item=Long vine, id=7777, option=[null, null, null, null, drop]
item=Short vine, id=7778, option=[null, null, null, null, drop]
item=Fishing tome, id=7779, option=[Read, null, null, null, drop]
item=Fishing tome, id=7780, option=[Read, null, null, null, drop]
item=Fishing tome, id=7781, option=[Read, null, null, null, drop]
item=Agility tome, id=7782, option=[Read, null, null, null, drop]
item=Agility tome, id=7783, option=[Read, null, null, null, drop]
item=Agility tome, id=7784, option=[Read, null, null, null, drop]
item=Thieving tome, id=7785, option=[Read, null, null, null, drop]
item=Thieving tome, id=7786, option=[Read, null, null, null, drop]
item=Thieving tome, id=7787, option=[Read, null, null, null, drop]
item=Slayer tome, id=7788, option=[Read, null, null, null, drop]
item=Slayer tome, id=7789, option=[Read, null, null, null, drop]
item=Slayer tome, id=7790, option=[Read, null, null, null, drop]
item=Mining tome, id=7791, option=[Read, null, null, null, drop]
item=Mining tome, id=7792, option=[Read, null, null, null, drop]
item=Mining tome, id=7793, option=[Read, null, null, null, drop]
item=Firemaking tome, id=7794, option=[Read, null, null, null, drop]
item=Firemaking tome, id=7795, option=[Read, null, null, null, drop]
item=Firemaking tome, id=7796, option=[Read, null, null, null, drop]
item=Woodcutting tome, id=7797, option=[Read, null, null, null, drop]
item=Woodcutting tome, id=7798, option=[Read, null, null, null, drop]
item=Woodcutting tome, id=7799, option=[Read, null, null, null, drop]
item=Snail shell, id=7800, option=[null, null, null, null, drop]
item=Snake hide, id=7801, option=[null, null, null, null, drop]
item=Snake hide, id=7802, option=[null, null, null, null, drop]
item=Yin yang amulet, id=7803, option=[null, Wear, null, null, drop]
item=Zaros mjolnir, id=7804, option=[null, Wield, null, null, drop]
item=Zaros mjolnir, id=7805, option=[null, null, null, null, drop]
item=Anger sword, id=7806, option=[null, Wield, null, null, drop]
item=Anger battleaxe, id=7807, option=[null, Wield, null, null, drop]
item=Anger mace, id=7808, option=[null, Wield, null, null, drop]
item=Anger spear, id=7809, option=[null, Wield, null, null, drop]
item=Jug of vinegar, id=7810, option=[null, null, null, Empty, drop]
item=Pot of vinegar, id=7811, option=[null, null, null, Empty, drop]
item=Goblin skull, id=7812, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7813, option=[null, null, null, Empty, drop]
item=Goblin skull, id=7814, option=[null, null, null, null, drop]
item=Bear ribs, id=7815, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7816, option=[null, null, null, Empty, drop]
item=Bear ribs, id=7817, option=[null, null, null, null, drop]
item=Ram skull, id=7818, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7819, option=[null, null, null, Empty, drop]
item=Ram skull, id=7820, option=[null, null, null, null, drop]
item=Unicorn bone, id=7821, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7822, option=[null, null, null, Empty, drop]
item=Unicorn bone, id=7823, option=[null, null, null, null, drop]
item=Giant rat bone, id=7824, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7825, option=[null, null, null, Empty, drop]
item=Giant rat bone, id=7826, option=[null, null, null, null, drop]
item=Giant bat wing, id=7827, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7828, option=[null, null, null, Empty, drop]
item=Giant bat wing, id=7829, option=[null, null, null, null, drop]
item=Wolf bone, id=7830, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7831, option=[null, null, null, Empty, drop]
item=Wolf bone, id=7832, option=[null, null, null, null, drop]
item=Bat wing, id=7833, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7834, option=[null, null, null, Empty, drop]
item=Bat wing, id=7835, option=[null, null, null, null, drop]
item=Rat bone, id=7836, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7837, option=[null, null, null, Empty, drop]
item=Rat bone, id=7838, option=[null, null, null, null, drop]
item=Baby dragon bone, id=7839, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7840, option=[null, null, null, Empty, drop]
item=Baby dragon bone, id=7841, option=[null, null, null, null, drop]
item=Ogre ribs, id=7842, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7843, option=[null, null, null, Empty, drop]
item=Ogre ribs, id=7844, option=[null, null, null, null, drop]
item=Jogre bone, id=7845, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7846, option=[null, null, null, Empty, drop]
item=Jogre bone, id=7847, option=[null, null, null, null, drop]
item=Zogre bone, id=7848, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7849, option=[null, null, null, Empty, drop]
item=Zogre bone, id=7850, option=[null, null, null, null, drop]
item=Mogre bone, id=7851, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7852, option=[null, null, null, Empty, drop]
item=Mogre bone, id=7853, option=[null, null, null, null, drop]
item=Monkey paw, id=7854, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7855, option=[null, null, null, Empty, drop]
item=Monkey paw, id=7856, option=[null, null, null, null, drop]
item=Dagannoth ribs, id=7857, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7858, option=[null, null, null, Empty, drop]
item=Dagannoth ribs, id=7859, option=[null, null, null, null, drop]
item=Snake spine, id=7860, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7861, option=[null, null, null, Empty, drop]
item=Snake spine, id=7862, option=[null, null, null, null, drop]
item=Zombie bone, id=7863, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7864, option=[null, null, null, Empty, drop]
item=Zombie bone, id=7865, option=[null, null, null, null, drop]
item=Werewolf bone, id=7866, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7867, option=[null, null, null, Empty, drop]
item=Werewolf bone, id=7868, option=[null, null, null, null, drop]
item=Moss giant bone, id=7869, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7870, option=[null, null, null, Empty, drop]
item=Moss giant bone, id=7871, option=[null, null, null, null, drop]
item=Fire giant bone, id=7872, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7873, option=[null, null, null, Empty, drop]
item=Fire giant bone, id=7874, option=[null, null, null, null, drop]
item=Ice giant ribs, id=7875, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7876, option=[null, null, null, Empty, drop]
item=Ice giant ribs, id=7877, option=[null, null, null, null, drop]
item=Terrorbird wing, id=7878, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7879, option=[null, null, null, Empty, drop]
item=Terrorbird wing, id=7880, option=[null, null, null, null, drop]
item=Ghoul bone, id=7881, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7882, option=[null, null, null, Empty, drop]
item=Ghoul bone, id=7883, option=[null, null, null, null, drop]
item=Troll bone, id=7884, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7885, option=[null, null, null, Empty, drop]
item=Troll bone, id=7886, option=[null, null, null, null, drop]
item=Seagull wing, id=7887, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7888, option=[null, null, null, Empty, drop]
item=Seagull wing, id=7889, option=[null, null, null, null, drop]
item=Undead cow ribs, id=7890, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7891, option=[null, null, null, Empty, drop]
item=Undead cow ribs, id=7892, option=[null, null, null, null, drop]
item=Experiment bone, id=7893, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7894, option=[null, null, null, Empty, drop]
item=Experiment bone, id=7895, option=[null, null, null, null, drop]
item=Rabbit bone, id=7896, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7897, option=[null, null, null, Empty, drop]
item=Rabbit bone, id=7898, option=[null, null, null, null, drop]
item=Basilisk bone, id=7899, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7900, option=[null, null, null, Empty, drop]
item=Basilisk bone, id=7901, option=[null, null, null, null, drop]
item=Desert lizard bone, id=7902, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7903, option=[null, null, null, Empty, drop]
item=Desert lizard bone, id=7904, option=[null, null, null, null, drop]
item=Cave goblin skull, id=7905, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7906, option=[null, null, null, Empty, drop]
item=Cave goblin skull, id=7907, option=[null, null, null, null, drop]
item=Big frog leg, id=7908, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7909, option=[null, null, null, Empty, drop]
item=Big frog leg, id=7910, option=[null, null, null, null, drop]
item=Vulture wing, id=7911, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7912, option=[null, null, null, Empty, drop]
item=Vulture wing, id=7913, option=[null, null, null, null, drop]
item=Jackal bone, id=7914, option=[null, null, null, null, drop]
item=Bone in vinegar, id=7915, option=[null, null, null, Empty, drop]
item=Jackal bone, id=7916, option=[null, null, null, null, drop]
item=Ram skull helm, id=7917, option=[null, Wear, null, null, drop]
item=Bonesack, id=7918, option=[null, Wear, null, null, drop]
item=Bottle of wine, id=7919, option=[Drink, null, null, null, drop]
item=Bottle of wine, id=7920, option=[null, null, null, null, drop]
item=Empty wine bottle, id=7921, option=[null, null, null, null, drop]
item=Al kharid flyer, id=7922, option=[Read, null, null, null, drop]
item=null, id=7923, option=[null, null, null, null, drop]
item=null, id=7924, option=[null, null, null, null, drop]
item=null, id=7925, option=[null, null, null, null, drop]
item=null, id=7926, option=[null, null, null, null, drop]
item=Easter ring, id=7927, option=[null, Wear, null, null, drop]
item=Easter egg, id=7928, option=[Eat, null, null, null, drop]
item=Easter egg, id=7929, option=[Eat, null, null, null, drop]
item=Easter egg, id=7930, option=[Eat, null, null, null, drop]
item=Easter egg, id=7931, option=[Eat, null, null, null, drop]
item=Easter egg, id=7932, option=[Eat, null, null, null, drop]
item=Easter egg, id=7933, option=[Eat, null, null, null, drop]
item=Field ration, id=7934, option=[Eat, null, null, null, drop]
item=Field ration, id=7935, option=[null, null, null, null, drop]
item=Pure essence, id=7936, option=[null, null, null, null, drop]
item=Pure essence, id=7937, option=[null, null, null, null, drop]
item=Bob, id=7938, option=[null, null, null, null, drop]
item=Tortoise shell, id=7939, option=[null, null, null, null, drop]
item=Tortoise shell, id=7940, option=[null, null, null, null, drop]
item=Iron sheet, id=7941, option=[null, null, null, null, drop]
item=Fresh monkfish, id=7942, option=[null, null, null, null, drop]
item=Fresh monkfish, id=7943, option=[Eat, null, null, null, drop]
item=Raw monkfish, id=7944, option=[null, null, null, null, drop]
item=Raw monkfish, id=7945, option=[null, null, null, null, drop]
item=Monkfish, id=7946, option=[Eat, null, null, null, drop]
item=Monkfish, id=7947, option=[null, null, null, null, drop]
item=Burnt monkfish, id=7948, option=[null, null, null, null, drop]
item=Burnt monkfish, id=7949, option=[null, null, null, null, drop]
item=Bone seeds, id=7950, option=[null, null, null, Open, drop]
item=Herman's book, id=7951, option=[Read, null, null, null, drop]
item=Axe handle, id=7952, option=[null, Wield, null, null, drop]
item=Axe handle, id=7953, option=[null, null, null, null, drop]
item=Burnt shrimp, id=7954, option=[null, null, null, null, drop]
item=Burnt shrimp, id=7955, option=[null, null, null, null, drop]
item=Casket, id=7956, option=[Open, null, null, null, drop]
item=White apron, id=7957, option=[null, null, null, null, drop]
item=Mining prop, id=7958, option=[null, null, null, null, Destroy]
item=Heavy box, id=7959, option=[null, null, null, null, Destroy]
