NPC id=0, name=Hans, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4644, name=Oaknock the Engineer, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=4645, name=Glouphrie the Untrusted, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=4646, name=King Healthorg, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=4647, name=Hazelmere, level=0, option=[null, null, null, null, null], anims=[195, 189].
NPC id=4648, name=Nisha, level=0, option=[null, null, null, null, null], anims=[4593, -1].
NPC id=4649, name=Tyras guard, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=4650, name=Trader Stan, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4651, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4652, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4653, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4654, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4655, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4656, name=Trader Crewmember, level=0, option=[Talk-To, null, Trade, Charter, null], anims=[808, -1].
NPC id=4657, name=Sir Prysin, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4658, name=Dark wizard, level=7, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4659, name=Dark wizard, level=7, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4660, name=Dark wizard, level=20, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4661, name=Dark wizard, level=20, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4662, name=Denath, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4663, name=Denath, level=0, option=[null, null, null, null, null], anims=[808, 4626].
NPC id=4664, name=Wally, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4665, name=Baby blue dragon, level=48, option=[null, Attack, null, null, null], anims=[27, 21].
NPC id=4666, name=Baby blue dragon, level=48, option=[null, Attack, null, null, null], anims=[27, 21].
NPC id=4667, name=Baby red dragon, level=48, option=[null, Attack, null, null, null], anims=[27, 21].
NPC id=4668, name=Baby red dragon, level=48, option=[null, Attack, null, null, null], anims=[27, 21].
NPC id=4669, name=Red dragon, level=152, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4670, name=Red dragon, level=152, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4671, name=Red dragon, level=152, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4672, name=Red dragon, level=152, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4673, name=Black dragon, level=227, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4674, name=Black dragon, level=227, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4675, name=Black dragon, level=227, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4676, name=Black dragon, level=227, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4677, name=Green dragon, level=79, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4678, name=Green dragon, level=79, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4679, name=Green dragon, level=79, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4680, name=Green dragon, level=79, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4681, name=Blue dragon, level=111, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4682, name=Blue dragon, level=111, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4683, name=Blue dragon, level=111, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4684, name=Blue dragon, level=111, option=[null, Attack, null, null, null], anims=[90, 79].
NPC id=4685, name=Ice giant, level=53, option=[null, Attack, null, null, null], anims=[4670, 4669].
NPC id=4686, name=Ice giant, level=53, option=[null, Attack, null, null, null], anims=[4670, 4669].
NPC id=4687, name=Ice giant, level=53, option=[null, Attack, null, null, null], anims=[4670, 4669].
NPC id=4688, name=Moss giant, level=42, option=[null, Attack, null, null, null], anims=[4656, 4655].
NPC id=4689, name=Hill Giant, level=28, option=[null, Attack, null, null, null], anims=[4650, 4649].
NPC id=4690, name=Hill Giant, level=28, option=[null, Attack, null, null, null], anims=[4650, 4649].
NPC id=4691, name=Hill Giant, level=28, option=[null, Attack, null, null, null], anims=[4650, 4649].
NPC id=4692, name=Hill Giant, level=28, option=[null, Attack, null, null, null], anims=[4650, 4649].
NPC id=4693, name=Hill Giant, level=28, option=[null, Attack, null, null, null], anims=[4650, 4649].
NPC id=4694, name=Lesser demon, level=82, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4695, name=Lesser demon, level=82, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4696, name=Lesser demon, level=82, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4697, name=Lesser demon, level=82, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4698, name=Greater demon, level=92, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4699, name=Greater demon, level=92, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4700, name=Greater demon, level=92, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4701, name=Greater demon, level=92, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4702, name=Black demon, level=172, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4703, name=Black demon, level=172, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4704, name=Black demon, level=172, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4705, name=Black demon, level=172, option=[null, Attack, null, null, null], anims=[66, 63].
NPC id=4706, name=Moss giant, level=48, option=[null, Attack, null, null, null], anims=[4656, 4654].
NPC id=4707, name=Magic combat tutor, level=0, option=[Talk-to, null, Claim, null, null], anims=[813, -1].
NPC id=4708, name=Old Man Ral, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4709, name=Vertida Sefalatis, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4710, name=Aeonisig Raispher, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4711, name=null, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4712, name=null, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4713, name=Safalaan, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4714, name=null, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4715, name=Sarius Guile, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4716, name=Trader Sven, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4717, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4718, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4719, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4720, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4721, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4722, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4723, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4724, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4725, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4726, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4727, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4728, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4729, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[4712, -1].
NPC id=4730, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[4712, -1].
NPC id=4731, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[4712, -1].
NPC id=4732, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4733, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4734, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4735, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4736, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4737, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4738, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4739, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4740, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4741, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4742, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4743, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4744, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[4712, -1].
NPC id=4745, name=Meiyerditch citizen, level=0, option=[Talk-to, null, null, null, null], anims=[4712, -1].
NPC id=4746, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4747, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7298, 7297].
NPC id=4748, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4749, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7298, 7297].
NPC id=4750, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4751, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4752, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4753, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7298, 7297].
NPC id=4754, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4755, name=A Meiyerditch child, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4756, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4757, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4758, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4759, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4760, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4761, name=Meiyerditch miner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4762, name=Shadowy figure, level=0, option=[null, null, null, null, null], anims=[6539, 6541].
NPC id=4763, name=Shadowy figure, level=0, option=[null, null, null, null, null], anims=[6539, 6541].
NPC id=4764, name=Shadowy figure, level=0, option=[null, null, null, null, null], anims=[6545, 6544].
NPC id=4765, name=null, level=0, option=[null, null, null, null, null], anims=[4753, 4754].
NPC id=4766, name=Stray dog, level=0, option=[null, null, null, null, null], anims=[4777, 4773].
NPC id=4767, name=Stray dog, level=0, option=[null, null, null, null, null], anims=[4777, 4773].
NPC id=4768, name=Cat, level=0, option=[Talk-to, null, null, null, null], anims=[9158, 9157].
NPC id=4769, name=Cat, level=0, option=[Talk-to, null, null, null, null], anims=[9158, 9157].
NPC id=4770, name=Boat, level=0, option=[null, null, null, null, null], anims=[4755, 4756].
NPC id=4771, name=Boat, level=0, option=[null, null, null, null, null], anims=[4756, 4756].
NPC id=4772, name=Juvinate guard, level=54, option=[Talk-to, null, null, null, null], anims=[4702, 4699].
NPC id=4773, name=Juvinate guard, level=54, option=[Talk-to, null, null, null, null], anims=[4702, 4700].
NPC id=4774, name=Vampyre juvenile, level=45, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4775, name=Vampyre juvenile, level=45, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4776, name=Vampyre juvinate, level=54, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4777, name=Vampyre juvinate, level=54, option=[Talk-to, Attack, null, null, null], anims=[4702, 4700].
NPC id=4778, name=Held vampyre juvenile, level=54, option=[Talk-to, Attack, null, null, null], anims=[4768, -1].
NPC id=4779, name=Held vampyre juvenile, level=54, option=[Talk-to, Attack, null, null, null], anims=[4768, -1].
NPC id=4780, name=Held vampyre juvinate, level=54, option=[Talk-to, Attack, null, null, null], anims=[4768, -1].
NPC id=4781, name=Held vampyre juvinate, level=54, option=[Talk-to, Attack, null, null, null], anims=[4768, -1].
NPC id=4782, name=Vampyre juvinate, level=0, option=[null, null, null, null, null], anims=[4711, 4699].
NPC id=4783, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4784, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4785, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4786, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4787, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4788, name=Former vampyre, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4789, name=Angry vampyre, level=64, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4790, name=Angry vampyre, level=64, option=[null, Attack, null, null, null], anims=[808, -1].
NPC id=4791, name=Vanstrom Klause, level=0, option=[null, null, null, null, null], anims=[4702, 4699].
NPC id=4792, name=Vanstrom Klause, level=0, option=[null, null, null, null, null], anims=[4702, 4699].
NPC id=4793, name=Vanstrom Klause, level=169, option=[null, Attack, null, null, null], anims=[4702, 4699].
NPC id=4794, name=Vanstrom Klause, level=0, option=[null, null, null, null, null], anims=[4690, 4684].
NPC id=4795, name=Vanstrom Klause, level=0, option=[null, null, null, null, null], anims=[4707, -1].
NPC id=4796, name=Vanstrom Klause, level=0, option=[null, null, null, null, null], anims=[4696, -1].
NPC id=4797, name=Vanescula Drakan, level=0, option=[null, null, null, null, null], anims=[4703, 4699].
NPC id=4798, name=Vanescula Drakan, level=0, option=[null, null, null, null, null], anims=[4703, 4700].
NPC id=4799, name=Vanescula Drakan, level=0, option=[null, null, null, null, null], anims=[4690, 4684].
NPC id=4800, name=Vanescula Drakan, level=0, option=[null, null, null, null, null], anims=[4707, -1].
NPC id=4801, name=Ranis Drakan, level=0, option=[null, null, null, null, null], anims=[4702, 4699].
NPC id=4802, name=Ranis Drakan, level=0, option=[null, null, null, null, null], anims=[4702, 4699].
NPC id=4803, name=Ranis Drakan, level=0, option=[null, null, null, null, null], anims=[4690, 4684].
NPC id=4804, name=Ranis Drakan, level=0, option=[null, null, null, null, null], anims=[4707, -1].
NPC id=4805, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4806, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4807, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4808, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4809, name=Flying female vampire, level=110, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4810, name=Flying female vampire, level=120, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4811, name=Flying female vampire, level=130, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4812, name=Flying female vampire, level=140, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4813, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4814, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4815, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4816, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4817, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4818, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4819, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4820, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4821, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4822, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4823, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4824, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4825, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4826, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4827, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4828, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4829, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4830, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4831, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4832, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4833, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4834, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4835, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4836, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4689, 4683].
NPC id=4837, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4838, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4839, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4840, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4703, 4700].
NPC id=4841, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4842, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4843, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4844, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4702, 4699].
NPC id=4845, name=Flying female vampire, level=110, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4846, name=Flying female vampire, level=120, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4847, name=Flying female vampire, level=130, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4848, name=Flying female vampire, level=140, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4849, name=Vyrewatch, level=110, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4850, name=Vyrewatch, level=120, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4851, name=Vyrewatch, level=130, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC id=4852, name=Vyrewatch, level=140, option=[Talk-to, Attack, null, null, null], anims=[4706, -1].
NPC (wrapper) id=4853, child npcs=[4872, 4872, 4872, 4872, 4872, 4872, 4872, 4872, 4872, 4873, 4873, 4873, 4873, -1].
NPC (wrapper) id=4854, child npcs=[4874, 4874, 4874, 4874, 4874, 4874, 4874, 4874, 4874, 4874, 4874, 4874, 4875, 4875, -1].
NPC (wrapper) id=4855, child npcs=[4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4879, 4879, 4879, 4879, 4879, 4879, -1].
NPC id=4856, name=Ezekial Lovecraft, level=0, option=[Talk-to, null, null, Shop, null], anims=[808, -1].
NPC (wrapper) id=4857, child npcs=[4883, -1].
NPC (wrapper) id=4858, child npcs=[4885, 4885, 4885, 4885, 4885, -1].
NPC (wrapper) id=4859, child npcs=[4887, 4887, 4887, 4887, 4887, 4887, 4887, 4887, 4887, -1].
NPC (wrapper) id=4860, child npcs=[4895, 4895, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, 4896, -1].
NPC id=4861, name=Sarius Guile, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4862, name=Vanstrom Klause, level=169, option=[null, null, null, null, null], anims=[4702, 4699].
NPC id=4863, name=Kennith, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 4789].
NPC id=4864, name=Kennith, level=0, option=[Talk-to, null, null, null, null], anims=[7158, 7160].
NPC id=4865, name=null, level=1, option=[null, null, null, null, null], anims=[7158, 7160].
NPC id=4866, name=Holgart, level=0, option=[Talk-to, null, null, null, null], anims=[4788, -1].
NPC id=4867, name=Holgart, level=0, option=[Talk-to, null, null, null, null], anims=[-1, 4787].
NPC id=4868, name=Holgart, level=0, option=[Talk-to, null, null, null, null], anims=[-1, 4790].
NPC id=4869, name=null, level=1, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4870, name=Fisherman, level=0, option=[Talk-to, null, null, null, null], anims=[4825, 4779].
NPC (wrapper) id=4871, child npcs=[699, 4896, -1].
NPC id=4872, name=Col. O'Niall, level=0, option=[Talk-to, null, null, null, null], anims=[4780, -1].
NPC id=4873, name=Col. O'Niall, level=0, option=[Talk-to, null, null, null, null], anims=[4780, -1].
NPC id=4874, name=Mayor Hobb, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4875, name=Mayor Hobb, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4876, name=null, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4877, name=null, level=0, option=[null, null, null, null, null], anims=[808, -1].
NPC id=4878, name=Brother Maledict, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4879, name=Brother Maledict, level=0, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4880, name=null, level=1, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4881, name=null, level=1, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4882, name=null, level=1, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4883, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4884, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4885, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4886, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4887, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4888, name=Witchaven villager, level=0, option=[Talk-to, null, null, null, null], anims=[808, 4779].
NPC id=4889, name=Mother Mallum, level=0, option=[null, null, null, null, null], anims=[4819, 4820].
NPC id=4890, name=Slug Prince, level=62, option=[null, Attack, null, null, null], anims=[4828, 4821].
NPC id=4891, name=null, level=1, option=[null, null, null, null, null], anims=[6263, 6264].
NPC id=4892, name=Giant lobster, level=0, option=[null, null, null, null, null], anims=[6263, 6264].
NPC id=4893, name=Giant Lobster, level=45, option=[null, Attack, null, null, null], anims=[6263, 6264].
NPC id=4894, name=Sea slug, level=0, option=[null, null, null, null, null], anims=[932, 933].
NPC id=4895, name=Jeb, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4896, name=Jeb, level=0, option=[Talk-to, null, null, null, null], anims=[808, 4824].
NPC id=4897, name=Sir Tinley, level=0, option=[Talk-to, null, null, null, null], anims=[2253, -1].
NPC id=4898, name=Hobgoblin, level=28, option=[null, Attack, null, null, null], anims=[166, 162].
NPC id=4899, name=Cooking tutor, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4900, name=Crafting tutor, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4901, name=Fishing tutor, level=0, option=[Talk-to, null, null, null, null], anims=[3845, -1].
NPC id=4902, name=Mining tutor, level=0, option=[Talk-to, null, null, null, null], anims=[2065, 2064].
NPC id=4903, name=Prayer tutor, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4904, name=Smithing apprentice, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4905, name=Master smithing tutor, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=4906, name=Woodsman tutor, level=0, option=[Talk-to, null, null, null, null], anims=[2065, 2064].
NPC id=4907, name=Banker tutor, level=0, option=[Talk-to, null, Bank, Collect, null], anims=[808, -1].
NPC id=4908, name=Fishing spot, level=0, option=[Net, null, Bait, hidden, hidden], anims=[447, 448].
NPC id=4909, name=Fritz the Glassblower, level=0, option=[Talk-to, null, null, null, null], anims=[4859, -1].
NPC id=4910, name=Earth elemental, level=35, option=[null, Attack, null, null, null], anims=[4866, 4867].
NPC id=4911, name=Elemental rock, level=0, option=[Mine, null, null, null, null], anims=[4864, 4864].
NPC (wrapper) id=4912, child npcs=[4913, 4914, 4915, 4916, 4917, 4918, -1].
NPC id=4913, name=Jig cart, level=0, option=[null, null, null, null, null], anims=[-1, -1].
NPC id=4914, name=Jig cart, level=0, option=[Take-from, null, null, null, null], anims=[-1, -1].
NPC id=4915, name=Jig cart, level=0, option=[Take-from, null, null, null, null], anims=[-1, -1].
NPC id=4916, name=Jig cart, level=0, option=[Take-from, null, null, null, null], anims=[-1, -1].
NPC id=4917, name=Jig cart, level=0, option=[Take-from, null, null, null, null], anims=[-1, -1].
NPC id=4918, name=Jig cart, level=0, option=[Take-from, null, null, null, null], anims=[-1, -1].
NPC id=4919, name=Abidor Crank, level=0, option=[null, null, null, null, null], anims=[813, -1].
NPC id=4920, name=Giant crypt rat, level=76, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=4921, name=Giant crypt rat, level=76, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=4922, name=Giant rat, level=3, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=4923, name=Giant rat, level=3, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=4924, name=Giant rat, level=3, option=[null, Attack, null, null, null], anims=[4932, 4931].
NPC id=4925, name=Giant rat, level=3, option=[null, Attack, null, null, null], anims=[4932, 4931].
